stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
9109,9109,Kerppolan puistotie L,61.45937,24.15826,C
9110,9110,Sydänmaantie,61.46122,24.16721,C
9111,9111,Sydänmaantie L,61.46117,24.16616,C
9112,9112,Veneojantie,61.46231,24.17325,C
9113,9113,Veneojantie L,61.46222,24.17160,C
9114,9114,Venojansalmi,61.46432,24.18530,C
9115,9115,Veneojansalmi L,61.46411,24.18316,C
9116,9116,Isosaari,61.46757,24.19659,D
9117,9117,Isosaari L,61.46741,24.19510,D
9118,9118,Pullosaari,61.46749,24.20538,D
9119,9119,Pullosaari L,61.46776,24.20400,D
9120,9120,Pelisalmi,61.46746,24.22158,D
9121,9121,Pelisalmi L,61.46749,24.21852,D
9122,9122,Humisevantie,61.46646,24.23320,D
9123,9123,Humisevantie L,61.46678,24.23189,D
9124,9124,Hietasentie,61.46517,24.24442,D
9125,9125,Hietasentie L,61.46551,24.24285,D
9126,9126,Pykäläkorpi,61.46317,24.26475,D
9127,9127,Pykäläkorpi L,61.46314,24.26294,D
9128,9128,Ruupertintie,61.46896,24.29918,D
9129,9129,Ruupertintie L,61.46866,24.29547,D
9130,9130,Rautia,61.47143,24.31377,D
9131,9131,Rautia L,61.47124,24.31261,D
9132,9132,Sahalahti,61.47530,24.32812,D
9133,9133,Sahalahti L,61.47549,24.32844,D
9134,9134,Sahalahti th,61.47515,24.33213,D
9135,9135,Pakkalantie L,61.47500,24.33733,D
9136,9136,Pakkalantie,61.47471,24.34039,D
9137,9137,Paatialantie L,61.47325,24.34891,D
9138,9138,Paatialantie,61.47280,24.35036,D
9139,9139,Muuntoasemantie L,61.47123,24.36124,D
9140,9140,Muuntoasemantie,61.47113,24.36144,D
9141,9141,Rauhalantie L,61.47208,24.37773,D
9142,9142,Rauhalantie,61.47199,24.37841,D
9143,9143,Tuomirannantie L,61.47274,24.38702,D
9144,9144,Tuomirannantie,61.47260,24.38839,D
9145,9145,Korpiniemi L,61.47266,24.39499,D
9146,9146,Korpiniemi,61.47258,24.39667,D
9147,9147,Keljontie L,61.47600,24.42150,D
9148,9148,Keljontie,61.47639,24.42400,D
9149,9149,Moltsia L,61.47854,24.43021,D
9150,9150,Moltsia,61.47900,24.43347,D
9151,9151,Taipaleentie L,61.48110,24.44404,D
9152,9152,Taipaleentie,61.48127,24.44583,D
9153,9153,Kaskelantie L,61.48358,24.45480,D
9154,9154,Kaskelantie,61.48325,24.45412,D
9155,9155,Marjamäentie L,61.50085,24.49457,E
9156,9156,Suovanvuorentie,61.50197,24.49822,E
9157,9157,Jokiniementie L,61.50779,24.53205,E
9158,9158,Jokiniementie,61.50744,24.53268,E
9159,9159,Härkimetsäntie L,61.50576,24.54972,E
9160,9160,Härkimetsäntie,61.50542,24.55088,E
9161,9161,Kuhmalahti kk L,61.50427,24.56309,E
9162,9162,Kuhmalahti kk,61.50441,24.56150,E
9163,9163,Maljastentie L,61.50311,24.57054,E
9164,9164,Salokankaantie,61.50202,24.57561,E
9165,9165,Salokankaantie L,61.50250,24.57454,E
9166,9166,Puntarinraitti,61.50053,24.58946,E
9167,9167,Peltolantie L,61.50100,24.58561,E
9168,9168,Rantatie,61.49965,24.60371,E
9169,9169,Rantatie L,61.50008,24.60105,E
9170,9170,Puntari,61.49803,24.61719,E
9171,9171,Puntari L,61.49850,24.61569,E
9172,9172,Myllyojantie,61.49330,24.63645,F
9173,9173,Myllyojantie L,61.49424,24.63457,F
9174,9174,Penttiläntie,61.48900,24.65305,F
9175,9175,Penttiläntie L,61.48943,24.65233,F
9176,9176,Keskisentie,61.48697,24.66521,F
9177,9177,Keskisentie L,61.48709,24.66616,F
9178,9178,Tervaniemi,61.48568,24.67315,F
9179,9179,Tervaniemi L,61.48554,24.67551,F
9180,9180,Kouluntie,61.48447,24.68040,F
9181,9181,Pohja,61.48143,24.70268,F
9184,9184,Pohjan risteys,61.48261,24.70770,F
9185,9185,Pohjan risteys L,61.48281,24.70298,F
9186,9186,Tulimäki,61.48242,24.71675,F
9187,9187,Tulimäki L,61.48268,24.71588,F
9188,9188,Rasinkulma,61.48158,24.72813,F
9189,9189,Rasinkulma L,61.48226,24.72361,F
9190,9190,Lakeissuo,61.48355,24.75748,F
9191,9191,Lakeissuo L,61.48316,24.75520,F
9192,9192,Pajula th,61.49539,24.78901,F
9193,9193,Pajula th L,61.49541,24.78713,F
9194,9194,Lemojärventie,61.49666,24.80250,F
9195,9195,Lemojärventie L,61.49680,24.80116,F
9196,9196,Taustianjärvi,61.50250,24.82557,F
9197,9197,Taustianjärvi L,61.50186,24.82301,F
9198,9198,Vehkajärvi,61.50591,24.83497,F
9199,9199,Vehkajärvi L,61.50587,24.83364,F
9200,9200,Kaupantie,61.50761,24.84134,F
9201,9201,Kaupantie L,61.50762,24.84000,F
9202,9202,Kaiholantie,61.51464,24.85746,F
9203,9203,Kaiholantie L,61.51396,24.85524,F
9204,9204,Pappistentie,61.52010,24.88060,F
9205,9205,Pappistentie L,61.52043,24.88176,F
9206,9206,Liehu th,61.51836,24.89696,F
9207,9207,Liehu th L,61.51946,24.89412,F
9208,9208,Rajalanlahti,61.51648,24.90583,F
9209,9209,Rajalanlahti L,61.51695,24.90425,F
9210,9210,Kuhmoisten raja,61.51126,24.93373,F
9211,9211,Kangasalan raja L,61.51177,24.93236,F
9212,9212,Riihilahti,61.51071,24.93974,G
9213,9213,Riihilahti L,61.51109,24.93787,G
9214,9214,Sappee,61.51341,24.97712,G
9215,9215,Sappee L,61.51345,24.97665,G
9216,9216,Valkjärvi,61.51639,24.99191,G
9217,9217,Valkjärvi L,61.51644,24.99119,G
9218,9218,Myllykylä,61.51970,25.01218,G
9219,9219,Myllykylä L,61.51953,25.01076,G
9220,9220,Katajajärvi,61.52154,25.03287,G
9221,9221,Katajajärvi L,61.52178,25.03254,G
9222,9222,Saarikko,61.52022,25.05551,G
9223,9223,Saarikko L,61.52032,25.05374,G
9224,9224,Terrikallio,61.52112,25.06950,G
9225,9225,Terrikallio L,61.52118,25.06810,G
9226,9226,Mustikka,61.52222,25.08790,G
9227,9227,Mustikka L,61.52232,25.08718,G
9228,9228,Myyränkulma,61.52547,25.10827,G
9229,9229,Myyränkuja L,61.52556,25.10716,G
9230,9230,Hangaslammi,61.52815,25.12247,G
9231,9231,Hangaslammi L,61.52784,25.12010,G
9232,9232,Putkisto,61.53059,25.13409,G
9233,9233,Putkisto L,61.53050,25.13102,G
9234,9234,Raitamäentie,61.53263,25.14775,G
9235,9235,Raitamäentie L,61.53254,25.14693,G
9236,9236,Kuhmalahti th Poikkijärvi,61.53417,25.16032,G
9237,9237,Kuhmalahti th Poikkijärvi L,61.53404,25.15923,G
9238,9238,Poikkijärvi,61.54001,25.16114,G
9239,9239,Poikkijärvi E,61.53935,25.16116,G
9240,9240,Poikkijärventie,61.54452,25.15927,G
9241,9241,Poikkijärventie E,61.54347,25.15946,G
9242,9242,Kokonniementie,61.55834,25.16784,G
9243,9243,Kokonniementie L,61.55822,25.16600,G
9244,9244,Pukkalantie,61.55926,25.17178,G
9245,9245,Pukkalantie L,61.55890,25.17067,G
9246,9246,Papinsaarentie,61.56217,25.17979,G
9247,9247,Papinsaarentie L,61.56207,25.17897,G
9248,9248,Kuhmoinen keskusta,61.56402,25.18211,G
9249,9249,Kuhmoinen keskusta E,61.56411,25.18192,G
9250,9250,Kuhmoinen MH,61.56859,25.18222,G
9252,9252,Moltsiantie 319,61.46640,24.42839,D
9254,9254,Moltsiantie 71,61.45493,24.40116,D
9260,9260,Pakkala,61.45226,24.38917,D
9261,9261,Pakkala,61.45241,24.38818,D
9262,9262,Vilpeilän koulu,61.45412,24.38110,D
9264,9264,Helmikkala,61.46620,24.34861,D
9265,9265,Helmikkala,61.46647,24.34789,D
9266,9266,Partala,61.46828,24.34485,D
9267,9267,Partala,61.46867,24.34408,D
9269,9269,Pakkalantie 14,61.47412,24.33907,D
9300,9300,Autovaaka,61.47646,23.48996,C
9301,9301,Autovaaka,61.47653,23.49165,C
9302,9302,Raisamo,61.47565,23.48155,C
9303,9303,Raisamo,61.47575,23.48247,C
9304,9304,Utolankallio,61.47397,23.47449,C
9305,9305,Utolankallio,61.47423,23.47588,C
9308,9308,Sipiläntie,61.47187,23.46543,C
9309,9309,Sipiläntie,61.47228,23.46756,C
9310,9310,Urpolankatu,61.46897,23.45239,C
9311,9311,Urpolankatu,61.46920,23.45394,C
9312,9312,Siuron vt 203,61.46742,23.44507,C
9313,9313,Siuron vt 203,61.46755,23.44650,C
9314,9314,Kallioisentie,61.46688,23.43725,C
9315,9315,Kallioisentie,61.46692,23.43825,C
9316,9316,Melo,61.46630,23.43190,D
9317,9317,Melo,61.46626,23.43275,D
9318,9318,Voimalaitos,61.46646,23.42285,D
9319,9319,Voimalaitos th,61.46635,23.42437,D
9320,9320,Viholan ratsastuskoulu,61.46653,23.41622,D
9321,9321,Viholan ratsastuskoulu,61.46638,23.41779,D
9322,9322,Ojalantie,61.46710,23.40626,D
9323,9323,Ojalantie,61.46691,23.40784,D
9324,9324,Ollilantie,61.46830,23.39694,D
9325,9325,Ollilantie,61.46797,23.39834,D
9326,9326,Siuron vt 522,61.47082,23.38748,D
9327,9327,Siuron vt 522,61.47043,23.38897,D
9328,9328,Penttilänmäentie,61.47298,23.37675,D
9329,9329,Penttilänmäentie,61.47296,23.37714,D
9330,9330,Penttilän pelto,61.47349,23.36670,D
9331,9331,Penttilän pelto,61.47329,23.36832,D
9332,9332,Vehnäkuja,61.47413,23.36074,D
9333,9333,Vehnäkuja,61.47385,23.36220,D
9334,9334,Lukkisalmentie,61.47475,23.35335,D
9335,9335,Lukkisalmentie,61.47461,23.35400,D
9340,9340,Siuronkallio,61.47656,23.34139,D
9341,9341,Siuronkallio,61.47650,23.34134,D
9342,9342,Vuorenhovintie,61.49006,23.35007,D
9343,9343,Patria th,61.48152,23.34382,D
9344,9344,Patria th,61.48194,23.34412,D
9345,9345,Linnavuoren koulu,61.49061,23.35096,D
9346,9346,Linnavuoren koulu,61.49122,23.35119,D
9600,9600,Pappilankangas,61.65396,24.35367,E
9601,9601,Pappilankangas,61.65342,24.35381,E
9602,9602,Rovastintie 24,61.65919,24.35294,E
9603,9603,Rovastintie19,61.65965,24.35283,E
9605,9605,Kiikanmäki,61.66389,24.35611,E
9699,9699,Orivesi Lukio P,61.68337,24.35745,E
9700,9700,Viitapohja th I,61.64643,24.22391,E
9701,9701,Viitapohja th L,61.64600,24.22183,E
9702,9702,Orivesi Lukio E,61.68358,24.35722,E
9703,9703,Rinnetie P,61.68075,24.35369,E
9704,9704,Hangastenloilo I,61.68128,24.33416,E
9705,9705,Hangastenloilo L,61.68112,24.33279,E
9706,9706,Aihtianjärvi I,61.67464,24.30300,E
9707,9707,Aihtianjärvi L,61.67567,24.30650,E
9708,9708,Siitama th I,61.63582,24.19027,E
9709,9709,Siitama th L,61.63498,24.18808,E
9710,9710,Symminki I,61.62084,24.16030,E
9711,9711,Symminki L,61.62007,24.15867,E
9712,9712,Haukijärvi th I,61.59962,24.12987,D
9713,9713,Haukijärvi th L,61.59846,24.12808,D
9714,9714,Säynäjärvi I,61.57893,24.11794,D
9715,9715,Säynäjärvi L,61.57849,24.11715,D
9716,9716,Havisesvanjärvi I,61.55484,24.08823,C
9717,9717,Havisevanjärvi L,61.55457,24.08747,C
9718,9718,Haviseva th I,61.54769,24.06248,C
9719,9719,Haviseva th L ,61.54750,24.06156,C
9720,9720,Haviala th I,61.54509,24.05339,C
9721,9721,Haviala th L,61.54500,24.05248,C
9722,9722,Suinula th I,61.54406,24.04638,C
9723,9723,Suinula th L,61.54404,24.04448,C
9724,9724,Hankaloilontie E,61.67972,24.35168,E
