service_id,date,exception_type
TAL_PY_K9_2017,20170528,1
TAL_ERPY_K9_2017_Y,20170529,2
TAL_PY_K9_2017_Y,20170529,1
TAL_ERPY_K9_2017,20170604,2
TAL_PY_K9_2017,20170604,1
TAL_ERPY_K9_2017_Y,20170605,2
TAL_PY_K9_2017_Y,20170605,1
TAL_MATO_K5_2017,20170417,2
TAL_PY_K5_2017,20170417,1
TAL_MATO_K5_2017_Y,20170418,2
TAL_PY_K5_2017_Y,20170418,1
TAL_MATO_K5_2017,20170501,2
TAL_VAPPUP_K5_2017,20170501,1
TAL_MATO_K5_2017_Y,20170502,2
TAL_VAPPUP_K5_2017_Y,20170502,1
TAL_MATO_K5_2017,20170525,2
TAL_PY_K5_2017,20170525,1
TAL_MATO_K5_2017_Y,20170526,2
TAL_PY_K5_2017_Y,20170526,1
TAL_PE_K5_2017,20170414,2
TAL_PY_K5_2017,20170414,1
TAL_PE_K5_2017_Y,20170415,2
TAL_PY_K5_2017_Y,20170415,1
TAL_PY_K5_2017,20170423,2
TAL_PE_K5_2017,20170423,1
TAL_PY_K5_2017_Y,20170424,2
TAL_PE_K5_2017_Y,20170424,1
TAL_PY_K5_2017,20170521,2
TAL_PE_K5_2017,20170521,1
TAL_PY_K5_2017_Y,20170522,2
TAL_PE_K5_2017_Y,20170522,1
TAL_PY_K5_2017,20170528,2
TAL_PE_K5_2017,20170528,1
TAL_PY_K5_2017_Y,20170529,2
TAL_PE_K5_2017_Y,20170529,1
TAL_MATO_K18_2017,20170417,2
TAL_PY_K18_2017,20170417,1
TAL_MATO_K18_2017_Y,20170418,2
TAL_PY_K18_2017_Y,20170418,1
TAL_MATO_K18_2017,20170501,2
TAL_VAPPUP_K18_2017,20170501,1
TAL_MATO_K18_2017_Y,20170502,2
TAL_VAPPUP_K18_2017_Y,20170502,1
TAL_MATO_K18_2017,20170525,2
TAL_PY_K18_2017,20170525,1
TAL_MATO_K18_2017_Y,20170526,2
TAL_PY_K18_2017_Y,20170526,1
TAL_PE_K18_2017,20170414,2
TAL_ERPY_K18_2017,20170414,1
TAL_PE_K18_2017_Y,20170415,2
TAL_ERPY_K18_2017_Y,20170415,1
TAL_PY_K18_2017,20170430,2
TAL_ERPY_K18_2017,20170430,1
TAL_PY_K18_2017_Y,20170501,2
TAL_ERPY_K18_2017_Y,20170501,1
TAL_ERPY_K18_2017,20170226,2
TAL_PY_K18_2017,20170226,1
TAL_ERPY_K18_2017_Y,20170227,2
TAL_PY_K18_2017_Y,20170227,1
TAL_ERPY_K18_2017,20170305,2
TAL_PY_K18_2017,20170305,1
TAL_ERPY_K18_2017_Y,20170306,2
TAL_PY_K18_2017_Y,20170306,1
TAL_ERPY_K18_2017,20170312,2
TAL_PY_K18_2017,20170312,1
TAL_ERPY_K18_2017_Y,20170313,2
TAL_PY_K18_2017_Y,20170313,1
TAL_ERPY_K18_2017,20170319,2
TAL_PY_K18_2017,20170319,1
TAL_ERPY_K18_2017_Y,20170320,2
TAL_PY_K18_2017_Y,20170320,1
TAL_ERPY_K18_2017,20170326,2
TAL_PY_K18_2017,20170326,1
TAL_ERPY_K18_2017_Y,20170327,2
TAL_PY_K18_2017_Y,20170327,1
TAL_ERPY_K18_2017,20170402,2
TAL_PY_K18_2017,20170402,1
TAL_ERPY_K18_2017_Y,20170403,2
TAL_PY_K18_2017_Y,20170403,1
TAL_ERPY_K18_2017,20170409,2
TAL_PY_K18_2017,20170409,1
TAL_ERPY_K18_2017_Y,20170410,2
TAL_PY_K18_2017_Y,20170410,1
TAL_ERPY_K18_2017,20170416,2
TAL_PY_K18_2017,20170416,1
TAL_ERPY_K18_2017_Y,20170417,2
TAL_PY_K18_2017_Y,20170417,1
TAL_ERPY_K18_2017,20170423,2
TAL_PY_K18_2017,20170423,1
TAL_ERPY_K18_2017_Y,20170424,2
TAL_PY_K18_2017_Y,20170424,1
TAL_ERPY_K18_2017,20170507,2
TAL_PY_K18_2017,20170507,1
TAL_ERPY_K18_2017_Y,20170508,2
TAL_PY_K18_2017_Y,20170508,1
TAL_ERPY_K18_2017,20170514,2
TAL_PY_K18_2017,20170514,1
TAL_ERPY_K18_2017_Y,20170515,2
TAL_PY_K18_2017_Y,20170515,1
TAL_ERPY_K18_2017,20170521,2
TAL_PY_K18_2017,20170521,1
TAL_ERPY_K18_2017_Y,20170522,2
TAL_PY_K18_2017_Y,20170522,1
TAL_ERPY_K18_2017,20170528,2
TAL_PY_K18_2017,20170528,1
TAL_ERPY_K18_2017_Y,20170529,2
TAL_PY_K18_2017_Y,20170529,1
TAL_ERPY_K18_2017,20170604,2
TAL_PY_K18_2017,20170604,1
TAL_ERPY_K18_2017_Y,20170605,2
TAL_PY_K18_2017_Y,20170605,1
TAL_PE_K7_2017,20170414,2
TAL_ER_PY_K7_2017,20170414,1
TAL_PE_K7_2017_Y,20170415,2
TAL_ER_PY_K7_2017_Y,20170415,1
TAL_MATO_K7_2017,20170417,2
TAL_PY_K7_2017,20170417,1
TAL_MATO_K7_2017_Y,20170418,2
TAL_PY_K7_2017_Y,20170418,1
TAL_MATO_K7_2017,20170501,2
TAL_VAPPUP_K7_2017,20170501,1
TAL_MATO_K7_2017_Y,20170502,2
TAL_VAPPUP_K7_2017_Y,20170502,1
TAL_MATO_K7_2017,20170525,2
TAL_PY_K7_2017,20170525,1
TAL_MATO_K7_2017_Y,20170526,2
TAL_PY_K7_2017_Y,20170526,1
TAL_PY_K7_2017,20170430,2
TAL_ER_PY_K7_2017,20170430,1
TAL_PY_K7_2017_Y,20170501,2
TAL_ER_PY_K7_2017_Y,20170501,1
TAL_ER_PY_K7_2017,20170226,2
TAL_PY_K7_2017,20170226,1
TAL_ER_PY_K7_2017_Y,20170227,2
TAL_PY_K7_2017_Y,20170227,1
TAL_ER_PY_K7_2017,20170305,2
TAL_PY_K7_2017,20170305,1
TAL_ER_PY_K7_2017_Y,20170306,2
TAL_PY_K7_2017_Y,20170306,1
TAL_ER_PY_K7_2017,20170312,2
TAL_PY_K7_2017,20170312,1
TAL_ER_PY_K7_2017_Y,20170313,2
TAL_PY_K7_2017_Y,20170313,1
TAL_ER_PY_K7_2017,20170319,2
TAL_PY_K7_2017,20170319,1
TAL_ER_PY_K7_2017_Y,20170320,2
TAL_PY_K7_2017_Y,20170320,1
TAL_ER_PY_K7_2017,20170326,2
TAL_PY_K7_2017,20170326,1
TAL_ER_PY_K7_2017_Y,20170327,2
TAL_PY_K7_2017_Y,20170327,1
TAL_ER_PY_K7_2017,20170402,2
TAL_PY_K7_2017,20170402,1
TAL_ER_PY_K7_2017_Y,20170403,2
TAL_PY_K7_2017_Y,20170403,1
TAL_ER_PY_K7_2017,20170409,2
TAL_PY_K7_2017,20170409,1
TAL_ER_PY_K7_2017_Y,20170410,2
TAL_PY_K7_2017_Y,20170410,1
TAL_ER_PY_K7_2017,20170416,2
TAL_PY_K7_2017,20170416,1
TAL_ER_PY_K7_2017_Y,20170417,2
TAL_PY_K7_2017_Y,20170417,1
TAL_ER_PY_K7_2017,20170423,2
TAL_PY_K7_2017,20170423,1
TAL_ER_PY_K7_2017_Y,20170424,2
TAL_PY_K7_2017_Y,20170424,1
TAL_ER_PY_K7_2017,20170507,2
TAL_PY_K7_2017,20170507,1
TAL_ER_PY_K7_2017_Y,20170508,2
TAL_PY_K7_2017_Y,20170508,1
TAL_ER_PY_K7_2017,20170514,2
TAL_PY_K7_2017,20170514,1
TAL_ER_PY_K7_2017_Y,20170515,2
TAL_PY_K7_2017_Y,20170515,1
TAL_ER_PY_K7_2017,20170521,2
TAL_PY_K7_2017,20170521,1
TAL_ER_PY_K7_2017_Y,20170522,2
TAL_PY_K7_2017_Y,20170522,1
TAL_ER_PY_K7_2017,20170528,2
TAL_PY_K7_2017,20170528,1
TAL_ER_PY_K7_2017_Y,20170529,2
TAL_PY_K7_2017_Y,20170529,1
TAL_ER_PY_K7_2017,20170604,2
TAL_PY_K7_2017,20170604,1
TAL_ER_PY_K7_2017_Y,20170605,2
TAL_PY_K7_2017_Y,20170605,1
TAL_ER_PY_K27_2017,20170226,2
TAL_PY_K27_2017,20170226,1
TAL_ER_PY_K27_2017_Y,20170227,2
TAL_PY_K27_2017_Y,20170227,1
TAL_ER_PY_K27_2017,20170305,2
TAL_PY_K27_2017,20170305,1
TAL_ER_PY_K27_2017_Y,20170306,2
TAL_PY_K27_2017_Y,20170306,1
TAL_ER_PY_K27_2017,20170312,2
TAL_PY_K27_2017,20170312,1
TAL_ER_PY_K27_2017_Y,20170313,2
TAL_PY_K27_2017_Y,20170313,1
TAL_ER_PY_K27_2017,20170319,2
TAL_PY_K27_2017,20170319,1
TAL_ER_PY_K27_2017_Y,20170320,2
TAL_PY_K27_2017_Y,20170320,1
TAL_ER_PY_K27_2017,20170326,2
TAL_PY_K27_2017,20170326,1
TAL_ER_PY_K27_2017_Y,20170327,2
TAL_PY_K27_2017_Y,20170327,1
TAL_ER_PY_K27_2017,20170402,2
TAL_PY_K27_2017,20170402,1
TAL_ER_PY_K27_2017_Y,20170403,2
TAL_PY_K27_2017_Y,20170403,1
TAL_ER_PY_K27_2017,20170409,2
TAL_PY_K27_2017,20170409,1
TAL_ER_PY_K27_2017_Y,20170410,2
TAL_PY_K27_2017_Y,20170410,1
TAL_ER_PY_K27_2017,20170416,2
TAL_PY_K27_2017,20170416,1
TAL_ER_PY_K27_2017_Y,20170417,2
TAL_PY_K27_2017_Y,20170417,1
TAL_ER_PY_K27_2017,20170423,2
TAL_PY_K27_2017,20170423,1
TAL_ER_PY_K27_2017_Y,20170424,2
TAL_PY_K27_2017_Y,20170424,1
TAL_ER_PY_K27_2017,20170507,2
TAL_PY_K27_2017,20170507,1
TAL_ER_PY_K27_2017_Y,20170508,2
TAL_PY_K27_2017_Y,20170508,1
TAL_ER_PY_K27_2017,20170514,2
TAL_PY_K27_2017,20170514,1
TAL_ER_PY_K27_2017_Y,20170515,2
TAL_PY_K27_2017_Y,20170515,1
TAL_ER_PY_K27_2017,20170521,2
TAL_PY_K27_2017,20170521,1
TAL_ER_PY_K27_2017_Y,20170522,2
TAL_PY_K27_2017_Y,20170522,1
TAL_ER_PY_K27_2017,20170528,2
TAL_PY_K27_2017,20170528,1
TAL_ER_PY_K27_2017_Y,20170529,2
TAL_PY_K27_2017_Y,20170529,1
TAL_ER_PY_K27_2017,20170604,2
TAL_PY_K27_2017,20170604,1
TAL_ER_PY_K27_2017_Y,20170605,2
TAL_PY_K27_2017_Y,20170605,1
TAL_PY_K27_2017,20170430,2
TAL_ER_PY_K27_2017,20170430,1
TAL_PY_K27_2017_Y,20170501,2
TAL_ER_PY_K27_2017_Y,20170501,1
TAL_PE_K27_2017,20170414,2
TAL_ER_PY_K27_2017,20170414,1
TAL_PE_K27_2017_Y,20170415,2
TAL_ER_PY_K27_2017_Y,20170415,1
TAL_MATO_K27_2017,20170417,2
TAL_PY_K27_2017,20170417,1
TAL_MATO_K27_2017_Y,20170418,2
TAL_PY_K27_2017_Y,20170418,1
TAL_MATO_K27_2017,20170501,2
TAL_VAPPUP_K27_2017,20170501,1
TAL_MATO_K27_2017_Y,20170502,2
TAL_VAPPUP_K27_2017_Y,20170502,1
TAL_MATO_K27_2017,20170525,2
TAL_PY_K27_2017,20170525,1
TAL_MATO_K27_2017_Y,20170526,2
TAL_PY_K27_2017_Y,20170526,1
TAL_MATO_K19_2017,20170417,2
TAL_PY_K19_2017,20170417,1
TAL_MATO_K19_2017_Y,20170418,2
TAL_PY_K19_2017_Y,20170418,1
TAL_MATO_K19_2017,20170501,2
TAL_VAPPUP_K19_2017,20170501,1
TAL_MATO_K19_2017_Y,20170502,2
TAL_VAPPUP_K19_2017_Y,20170502,1
TAL_MATO_K19_2017,20170525,2
TAL_PY_K19_2017,20170525,1
TAL_MATO_K19_2017_Y,20170526,2
TAL_PY_K19_2017_Y,20170526,1
TAL_PE_K19_2017,20170414,2
TAL_ER_PY_K19_2017,20170414,1
TAL_PE_K19_2017_Y,20170415,2
TAL_ER_PY_K19_2017_Y,20170415,1
TAL_PY_K19_2017,20170430,2
TAL_ER_PY_K19_2017,20170430,1
TAL_PY_K19_2017_Y,20170501,2
TAL_ER_PY_K19_2017_Y,20170501,1
TAL_ER_PY_K19_2017,20170226,2
TAL_PY_K19_2017,20170226,1
TAL_ER_PY_K19_2017_Y,20170227,2
TAL_PY_K19_2017_Y,20170227,1
TAL_ER_PY_K19_2017,20170305,2
TAL_PY_K19_2017,20170305,1
TAL_ER_PY_K19_2017_Y,20170306,2
TAL_PY_K19_2017_Y,20170306,1
TAL_ER_PY_K19_2017,20170312,2
TAL_PY_K19_2017,20170312,1
TAL_ER_PY_K19_2017_Y,20170313,2
TAL_PY_K19_2017_Y,20170313,1
TAL_ER_PY_K19_2017,20170319,2
TAL_PY_K19_2017,20170319,1
TAL_ER_PY_K19_2017_Y,20170320,2
TAL_PY_K19_2017_Y,20170320,1
TAL_ER_PY_K19_2017,20170326,2
TAL_PY_K19_2017,20170326,1
TAL_ER_PY_K19_2017_Y,20170327,2
TAL_PY_K19_2017_Y,20170327,1
TAL_ER_PY_K19_2017,20170402,2
TAL_PY_K19_2017,20170402,1
TAL_ER_PY_K19_2017_Y,20170403,2
TAL_PY_K19_2017_Y,20170403,1
TAL_ER_PY_K19_2017,20170409,2
TAL_PY_K19_2017,20170409,1
TAL_ER_PY_K19_2017_Y,20170410,2
TAL_PY_K19_2017_Y,20170410,1
TAL_ER_PY_K19_2017,20170416,2
TAL_PY_K19_2017,20170416,1
TAL_ER_PY_K19_2017_Y,20170417,2
TAL_PY_K19_2017_Y,20170417,1
TAL_ER_PY_K19_2017,20170423,2
TAL_PY_K19_2017,20170423,1
TAL_ER_PY_K19_2017_Y,20170424,2
TAL_PY_K19_2017_Y,20170424,1
TAL_ER_PY_K19_2017,20170507,2
TAL_PY_K19_2017,20170507,1
TAL_ER_PY_K19_2017_Y,20170508,2
TAL_PY_K19_2017_Y,20170508,1
TAL_ER_PY_K19_2017,20170514,2
TAL_PY_K19_2017,20170514,1
TAL_ER_PY_K19_2017_Y,20170515,2
TAL_PY_K19_2017_Y,20170515,1
TAL_ER_PY_K19_2017,20170521,2
TAL_PY_K19_2017,20170521,1
TAL_ER_PY_K19_2017_Y,20170522,2
TAL_PY_K19_2017_Y,20170522,1
TAL_ER_PY_K19_2017,20170528,2
TAL_PY_K19_2017,20170528,1
TAL_ER_PY_K19_2017_Y,20170529,2
TAL_PY_K19_2017_Y,20170529,1
TAL_ER_PY_K19_2017,20170604,2
TAL_PY_K19_2017,20170604,1
TAL_ER_PY_K19_2017_Y,20170605,2
TAL_PY_K19_2017_Y,20170605,1
TAL_ARKI_K16_2017,20170414,2
TAL_PY_K16_2017,20170414,1
TAL_ARKI_K16_2017_Y,20170415,2
TAL_PY_K16_2017_Y,20170415,1
TAL_ARKI_K16_2017,20170417,2
TAL_PY_K16_2017,20170417,1
TAL_ARKI_K16_2017_Y,20170418,2
TAL_PY_K16_2017_Y,20170418,1
TAL_ARKI_K16_2017,20170501,2
TAL_VAPPUP_K16_2017,20170501,1
TAL_ARKI_K16_2017_Y,20170502,2
TAL_VAPPUP_K16_2017_Y,20170502,1
TAL_ARKI_K16_2017,20170525,2
TAL_PY_K16_2017,20170525,1
TAL_ARKI_K16_2017_Y,20170526,2
TAL_PY_K16_2017_Y,20170526,1
TAL_AR_K8_2017,20170414,2
TAL_PY_K8_2017,20170414,1
TAL_AR_K8_2017_Y,20170415,2
TAL_PY_K8_2017_Y,20170415,1
TAL_AR_K8_2017,20170417,2
TAL_PY_K8_2017,20170417,1
TAL_AR_K8_2017_Y,20170418,2
TAL_PY_K8_2017_Y,20170418,1
TAL_AR_K8_2017,20170501,2
TAL_VAPPUP_K8_2017,20170501,1
TAL_AR_K8_2017_Y,20170502,2
TAL_VAPPUP_K8_2017_Y,20170502,1
TAL_AR_K8_2017,20170525,2
TAL_PY_K8_2017,20170525,1
TAL_AR_K8_2017_Y,20170526,2
TAL_PY_K8_2017_Y,20170526,1
TAL_AR_K28_2017,20170221,2
TAL_KL_K28_2017,20170221,1
TAL_AR_K28_2017_Y,20170222,2
TAL_KL_K28_2017_Y,20170222,1
TAL_AR_K28_2017,20170222,2
TAL_KL_K28_2017,20170222,1
TAL_AR_K28_2017_Y,20170223,2
TAL_KL_K28_2017_Y,20170223,1
TAL_AR_K28_2017,20170223,2
TAL_KL_K28_2017,20170223,1
TAL_AR_K28_2017_Y,20170224,2
TAL_KL_K28_2017_Y,20170224,1
TAL_AR_K28_2017,20170224,2
TAL_KL_K28_2017,20170224,1
TAL_AR_K28_2017_Y,20170225,2
TAL_KL_K28_2017_Y,20170225,1
TAL_AR_K28_2017,20170306,2
TAL_KL_K28_2017,20170306,1
TAL_AR_K28_2017_Y,20170307,2
TAL_KL_K28_2017_Y,20170307,1
TAL_AR_K28_2017,20170307,2
TAL_KL_K28_2017,20170307,1
TAL_AR_K28_2017_Y,20170308,2
TAL_KL_K28_2017_Y,20170308,1
TAL_AR_K28_2017,20170308,2
TAL_KL_K28_2017,20170308,1
TAL_AR_K28_2017_Y,20170309,2
TAL_KL_K28_2017_Y,20170309,1
TAL_AR_K28_2017,20170309,2
TAL_KL_K28_2017,20170309,1
TAL_AR_K28_2017_Y,20170310,2
TAL_KL_K28_2017_Y,20170310,1
TAL_AR_K28_2017,20170310,2
TAL_KL_K28_2017,20170310,1
TAL_AR_K28_2017_Y,20170311,2
TAL_KL_K28_2017_Y,20170311,1
TAL_AR_K28_2017,20170313,2
TAL_KL_K28_2017,20170313,1
TAL_AR_K28_2017_Y,20170314,2
TAL_KL_K28_2017_Y,20170314,1
TAL_AR_K28_2017,20170314,2
TAL_KL_K28_2017,20170314,1
TAL_AR_K28_2017_Y,20170315,2
TAL_KL_K28_2017_Y,20170315,1
TAL_AR_K28_2017,20170315,2
TAL_KL_K28_2017,20170315,1
TAL_AR_K28_2017_Y,20170316,2
TAL_KL_K28_2017_Y,20170316,1
TAL_AR_K28_2017,20170316,2
TAL_KL_K28_2017,20170316,1
TAL_AR_K28_2017_Y,20170317,2
TAL_KL_K28_2017_Y,20170317,1
TAL_AR_K28_2017,20170317,2
TAL_KL_K28_2017,20170317,1
TAL_AR_K28_2017_Y,20170318,2
TAL_KL_K28_2017_Y,20170318,1
TAL_AR_K28_2017,20170320,2
TAL_KL_K28_2017,20170320,1
TAL_AR_K28_2017_Y,20170321,2
TAL_KL_K28_2017_Y,20170321,1
TAL_AR_K28_2017,20170321,2
TAL_KL_K28_2017,20170321,1
TAL_AR_K28_2017_Y,20170322,2
TAL_KL_K28_2017_Y,20170322,1
TAL_AR_K28_2017,20170322,2
TAL_KL_K28_2017,20170322,1
TAL_AR_K28_2017_Y,20170323,2
TAL_KL_K28_2017_Y,20170323,1
TAL_AR_K28_2017,20170323,2
TAL_KL_K28_2017,20170323,1
TAL_AR_K28_2017_Y,20170324,2
TAL_KL_K28_2017_Y,20170324,1
TAL_AR_K28_2017,20170324,2
TAL_KL_K28_2017,20170324,1
TAL_AR_K28_2017_Y,20170325,2
TAL_KL_K28_2017_Y,20170325,1
TAL_AR_K28_2017,20170327,2
TAL_KL_K28_2017,20170327,1
TAL_AR_K28_2017_Y,20170328,2
TAL_KL_K28_2017_Y,20170328,1
TAL_AR_K28_2017,20170328,2
TAL_KL_K28_2017,20170328,1
TAL_AR_K28_2017_Y,20170329,2
TAL_KL_K28_2017_Y,20170329,1
TAL_AR_K28_2017,20170329,2
TAL_KL_K28_2017,20170329,1
TAL_AR_K28_2017_Y,20170330,2
TAL_KL_K28_2017_Y,20170330,1
TAL_AR_K28_2017,20170330,2
TAL_KL_K28_2017,20170330,1
TAL_AR_K28_2017_Y,20170331,2
TAL_KL_K28_2017_Y,20170331,1
TAL_AR_K28_2017,20170331,2
TAL_KL_K28_2017,20170331,1
TAL_AR_K28_2017_Y,20170401,2
TAL_KL_K28_2017_Y,20170401,1
TAL_AR_K28_2017,20170403,2
TAL_KL_K28_2017,20170403,1
TAL_AR_K28_2017_Y,20170404,2
TAL_KL_K28_2017_Y,20170404,1
TAL_AR_K28_2017,20170404,2
TAL_KL_K28_2017,20170404,1
TAL_AR_K28_2017_Y,20170405,2
TAL_KL_K28_2017_Y,20170405,1
TAL_AR_K28_2017,20170405,2
TAL_KL_K28_2017,20170405,1
TAL_AR_K28_2017_Y,20170406,2
TAL_KL_K28_2017_Y,20170406,1
TAL_AR_K28_2017,20170406,2
TAL_KL_K28_2017,20170406,1
TAL_AR_K28_2017_Y,20170407,2
TAL_KL_K28_2017_Y,20170407,1
TAL_AR_K28_2017,20170407,2
TAL_KL_K28_2017,20170407,1
TAL_AR_K28_2017_Y,20170408,2
TAL_KL_K28_2017_Y,20170408,1
TAL_AR_K28_2017,20170410,2
TAL_KL_K28_2017,20170410,1
TAL_AR_K28_2017_Y,20170411,2
TAL_KL_K28_2017_Y,20170411,1
TAL_AR_K28_2017,20170411,2
TAL_KL_K28_2017,20170411,1
TAL_AR_K28_2017_Y,20170412,2
TAL_KL_K28_2017_Y,20170412,1
TAL_AR_K28_2017,20170412,2
TAL_KL_K28_2017,20170412,1
TAL_AR_K28_2017_Y,20170413,2
TAL_KL_K28_2017_Y,20170413,1
TAL_AR_K28_2017,20170413,2
TAL_KL_K28_2017,20170413,1
TAL_AR_K28_2017_Y,20170414,2
TAL_KL_K28_2017_Y,20170414,1
TAL_AR_K28_2017,20170414,2
TAL_PY_K28_2017,20170414,1
TAL_AR_K28_2017_Y,20170415,2
TAL_PY_K28_2017_Y,20170415,1
TAL_AR_K28_2017,20170417,2
TAL_PY_K28_2017,20170417,1
TAL_AR_K28_2017_Y,20170418,2
TAL_PY_K28_2017_Y,20170418,1
TAL_AR_K28_2017,20170418,2
TAL_KL_K28_2017,20170418,1
TAL_AR_K28_2017_Y,20170419,2
TAL_KL_K28_2017_Y,20170419,1
TAL_AR_K28_2017,20170419,2
TAL_KL_K28_2017,20170419,1
TAL_AR_K28_2017_Y,20170420,2
TAL_KL_K28_2017_Y,20170420,1
TAL_AR_K28_2017,20170420,2
TAL_KL_K28_2017,20170420,1
TAL_AR_K28_2017_Y,20170421,2
TAL_KL_K28_2017_Y,20170421,1
TAL_AR_K28_2017,20170421,2
TAL_KL_K28_2017,20170421,1
TAL_AR_K28_2017_Y,20170422,2
TAL_KL_K28_2017_Y,20170422,1
TAL_AR_K28_2017,20170424,2
TAL_KL_K28_2017,20170424,1
TAL_AR_K28_2017_Y,20170425,2
TAL_KL_K28_2017_Y,20170425,1
TAL_AR_K28_2017,20170425,2
TAL_KL_K28_2017,20170425,1
TAL_AR_K28_2017_Y,20170426,2
TAL_KL_K28_2017_Y,20170426,1
TAL_AR_K28_2017,20170426,2
TAL_KL_K28_2017,20170426,1
TAL_AR_K28_2017_Y,20170427,2
TAL_KL_K28_2017_Y,20170427,1
TAL_AR_K28_2017,20170427,2
TAL_KL_K28_2017,20170427,1
TAL_AR_K28_2017_Y,20170428,2
TAL_KL_K28_2017_Y,20170428,1
TAL_AR_K28_2017,20170428,2
TAL_KL_K28_2017,20170428,1
TAL_AR_K28_2017_Y,20170429,2
TAL_KL_K28_2017_Y,20170429,1
TAL_AR_K28_2017,20170501,2
TAL_VAPPUP_K28_2017,20170501,1
TAL_AR_K28_2017_Y,20170502,2
TAL_VAPPUP_K28_2017_Y,20170502,1
TAL_AR_K28_2017,20170502,2
TAL_KL_K28_2017,20170502,1
TAL_AR_K28_2017_Y,20170503,2
TAL_KL_K28_2017_Y,20170503,1
TAL_AR_K28_2017,20170503,2
TAL_KL_K28_2017,20170503,1
TAL_AR_K28_2017_Y,20170504,2
TAL_KL_K28_2017_Y,20170504,1
TAL_AR_K28_2017,20170504,2
TAL_KL_K28_2017,20170504,1
TAL_AR_K28_2017_Y,20170505,2
TAL_KL_K28_2017_Y,20170505,1
TAL_AR_K28_2017,20170505,2
TAL_KL_K28_2017,20170505,1
TAL_AR_K28_2017_Y,20170506,2
TAL_KL_K28_2017_Y,20170506,1
TAL_AR_K28_2017,20170508,2
TAL_KL_K28_2017,20170508,1
TAL_AR_K28_2017_Y,20170509,2
TAL_KL_K28_2017_Y,20170509,1
TAL_AR_K28_2017,20170509,2
TAL_KL_K28_2017,20170509,1
TAL_AR_K28_2017_Y,20170510,2
TAL_KL_K28_2017_Y,20170510,1
TAL_AR_K28_2017,20170510,2
TAL_KL_K28_2017,20170510,1
TAL_AR_K28_2017_Y,20170511,2
TAL_KL_K28_2017_Y,20170511,1
TAL_AR_K28_2017,20170511,2
TAL_KL_K28_2017,20170511,1
TAL_AR_K28_2017_Y,20170512,2
TAL_KL_K28_2017_Y,20170512,1
TAL_AR_K28_2017,20170512,2
TAL_KL_K28_2017,20170512,1
TAL_AR_K28_2017_Y,20170513,2
TAL_KL_K28_2017_Y,20170513,1
TAL_AR_K28_2017,20170515,2
TAL_KL_K28_2017,20170515,1
TAL_AR_K28_2017_Y,20170516,2
TAL_KL_K28_2017_Y,20170516,1
TAL_AR_K28_2017,20170516,2
TAL_KL_K28_2017,20170516,1
TAL_AR_K28_2017_Y,20170517,2
TAL_KL_K28_2017_Y,20170517,1
TAL_AR_K28_2017,20170517,2
TAL_KL_K28_2017,20170517,1
TAL_AR_K28_2017_Y,20170518,2
TAL_KL_K28_2017_Y,20170518,1
TAL_AR_K28_2017,20170518,2
TAL_KL_K28_2017,20170518,1
TAL_AR_K28_2017_Y,20170519,2
TAL_KL_K28_2017_Y,20170519,1
TAL_AR_K28_2017,20170519,2
TAL_KL_K28_2017,20170519,1
TAL_AR_K28_2017_Y,20170520,2
TAL_KL_K28_2017_Y,20170520,1
TAL_AR_K28_2017,20170522,2
TAL_KL_K28_2017,20170522,1
TAL_AR_K28_2017_Y,20170523,2
TAL_KL_K28_2017_Y,20170523,1
TAL_AR_K28_2017,20170523,2
TAL_KL_K28_2017,20170523,1
TAL_AR_K28_2017_Y,20170524,2
TAL_KL_K28_2017_Y,20170524,1
TAL_AR_K28_2017,20170524,2
TAL_KL_K28_2017,20170524,1
TAL_AR_K28_2017_Y,20170525,2
TAL_KL_K28_2017_Y,20170525,1
TAL_AR_K28_2017,20170525,2
TAL_PY_K28_2017,20170525,1
TAL_AR_K28_2017_Y,20170526,2
TAL_PY_K28_2017_Y,20170526,1
TAL_AR_K28_2017,20170526,2
TAL_KL_K28_2017,20170526,1
TAL_AR_K28_2017_Y,20170527,2
TAL_KL_K28_2017_Y,20170527,1
TAL_AR_K28_2017,20170529,2
TAL_KL_K28_2017,20170529,1
TAL_AR_K28_2017_Y,20170530,2
TAL_KL_K28_2017_Y,20170530,1
TAL_AR_K28_2017,20170530,2
TAL_KL_K28_2017,20170530,1
TAL_AR_K28_2017_Y,20170531,2
TAL_KL_K28_2017_Y,20170531,1
TAL_AR_K28_2017,20170531,2
TAL_KL_K28_2017,20170531,1
TAL_AR_K28_2017_Y,20170601,2
TAL_KL_K28_2017_Y,20170601,1
TAL_AR_K28_2017,20170601,2
TAL_KL_K28_2017,20170601,1
TAL_AR_K28_2017_Y,20170602,2
TAL_KL_K28_2017_Y,20170602,1
TAL_AR_K28_2017,20170602,2
TAL_KL_K28_2017,20170602,1
TAL_AR_K28_2017_Y,20170603,2
TAL_KL_K28_2017_Y,20170603,1
TAL_KL_K28_2017,20170227,2
TAL_AR_K28_2017,20170227,1
TAL_KL_K28_2017_Y,20170228,2
TAL_AR_K28_2017_Y,20170228,1
TAL_KL_K28_2017,20170228,2
TAL_AR_K28_2017,20170228,1
TAL_KL_K28_2017_Y,20170301,2
TAL_AR_K28_2017_Y,20170301,1
TAL_KL_K28_2017,20170301,2
TAL_AR_K28_2017,20170301,1
TAL_KL_K28_2017_Y,20170302,2
TAL_AR_K28_2017_Y,20170302,1
